Food,Associativity,Region,Type,Category,Allergy,Serving,Total Weight (gms),Energy(kcal),Proteins,Carbohydrates,Fats,Fiber,Carbon Footprint(kg CO2e),Ingredients
Low-Fat Grilled Chicken Breast,8,Continental,Gravy,Non-veg,no-allergies,1 medium katori,482,1122,156,4,48,3,1.3707,Chicken-172 gms; VINEGAR-250 gms; Olive oil-15 gms; Oregano-15 gms; Common salt-15 gms; Black pepper-15 gms
Roasted Makhana Bhel Without Peanuts,11,"North,East,West",Snacks,Veg,no-allergies,1 medium katori,820,329,8,60,3,9,0.777,Makhana-300 gms;Onion-125 gms; Tomato-90 gms; Cucumber-200 gms; Chillies-15 gms; Coriander leaves-15 gms; Red chilli Powder-15 gms; Cumin seeds-15 gms; Chat Masala-15 gms; Lemon-15 gms; Common salt-15 gms
Sprouts Cheela,1,"North,West,East","Lunch,Dinner,Breakfast",Veg,no-allergies,1 medium,520,521,25,70,16,17,0.3585,Moong-250 gms;Onion-120 gms; Tomato-90 gms; Turmeric powder-15 gms; Cumin seeds-15 gms; Common salt-15 gms; Olive oil-15 gms
"Bell pepper, onion, and tomato Vegetable",0,Continental,"Lunch,Dinner",Veg,no-allergies,1 cup,485,142,3,17,5,7,0.6835,Capsicum-150 gms; Onion-150 gms; Tomato-90 gms; Olive oil-15 gms; Cumin seeds-15 gms; Coriander Powder-5 gms; Turmeric powder-15 gms; Red chilli Powder-15 gms; Common salt-15 gms; Coriander leaves-15 gms
Chicken gravy (low-fat),2,"North,East,West,South",Dry Curry,Non-veg,no-allergies,1 cup,570,676,56,19,40,7,1.561,Chicken-150 gms;Onion-160 gms; Tomato-120 gms; Olive oil-15 gms; Cumin seeds-15 gms; Ginger powder-15 gms; Garlic powder-15 gms; Turmeric powder-15 gms; Coriander Powder-5 gms; Garam Masala-15 gms; Red chilli Powder-15 gms; Common salt-15 gms; Coriander leaves-15 gms
Tomato Basil Soup,0,Continental,Appetizer,Veg,no-allergies,2 medium bowl,440,112,2,10,8,3,0.418,Olive oil-15 gms;Onion-160 gms;Garlic-15 gms; Tomato-120 gms; Basil-100 gms; Common salt-15 gms; Black pepper-15 gms
"Saute zucchini, asparagus, and bell peppers",0,Continental,Appetizer,Veg,no-allergies,2 medium bowl,1205,130,2,5,11,4,0.874,Zucchini-680 gms; Asparagus-150 gms; Capsicum-300 gms; Olive oil-15 gms; Garlic Powder-15 gms; Common salt-15 gms; Black pepper-15 gms;Parsley-15 gms
Style Roasted Makhana,11,"North,East,West",Snacks,Veg,no-allergies,1 medium katori,780,219,5,25,13,3,1.029,Makhana-750 gms; Olive oil-15 gms; Common salt-15 gms
Kalimirch Chicken,2,"North,East,West,South",Dry Curry,Non-veg,no-allergies,1 medium katori,670,1826,109,26,119,8,1.9705,Chicken-150 gms;Onion-125 gms; Tomato-120 gms; Chillies-15 gms; Cumin seeds-15 gms; Black pepper-150 gms; Turmeric powder-15 gms; Coriander Powder-5 gms; Garam Masala-15 gms; Common salt-15 gms; Yogurt-15 gms; Coriander leaves-15 gms; Olive oil-15 gms
Low Fat Besan Cheela,1,"North,West","Lunch,Dinner,Breakfast",Veg,no-allergies,4 medium,682,139,7,19,3,4,0.7147,Besan-350 gms;Onion-160 gms; Tomato-90 gms; Turmeric powder-15 gms; Red chilli Powder-15 gms; Common salt-7 gms; Olive oil-15 gms; Chillies-15 gms; Ginger-15 gms
Low Fat Dal Cheela,1,"North,East,West","Lunch,Dinner",Veg,no-allergies,1 medium,440,324,12,32,15,7,0.525,Moong Dal-150 gms;Onion-125 gms; Tomato-90 gms; Chillies-15 gms; Turmeric powder-15 gms; Red chilli Powder-15 gms; Common salt-15 gms; Olive oil-15 gms
Tinda Vegetable (Low Fat),2,"North,East,West,South",Dry Curry,Veg,no-allergies,2 medium katori,705,116,3,9,8,6,0.7295,Tinda-330 gms;Onion-125 gms; Tomato-120 gms; Cumin seeds-15 gms; Turmeric powder-15 gms; Coriander Powder-55 gms; Red chilli Powder-15 gms; Common salt-15 gms; Olive oil-15 gms
Green Chutney without any Nuts,7,"North,South,East,West,Continental","Appetizer,Snacks",Veg,no-allergies,1 small katori,600,66,4,8,0,7,0.34,Coriander leaves-150 gms;Mint leaves-250 gms; Chillies-15 gms; Ginger-15 gms; Onion-125 gms; Cumin seeds-15 gms; Lemon-15 gms; Common salt-15 gms
French Fries,0,Continental,"Snacks,Appetizer",Veg,nightshade ,1 small bowl,530,149,2,22,5,3,0.2415,Potato-500 gms; Common salt-15 gms; Olive oil-15 gms
Saute Bell Pepper,0,Continental,"Lunch,Dinner",Veg,nightshade ,1 small bowl,246,320,3,12,28,3,0.4311,Capsicum-201 gms; Olive oil-15 gms; Common salt-15 gms; Garlic-15 gms
Chatpate Mushroom,2,"North,East,West",Dry Curry,Veg,mushroom ,1 medium katori,247,146,6,12,5,9,0.5565,Mushroom-100 gms; Onion-50 gms; Chillies-15 gms; Cumin seeds-7 gms; Coriander seeds-7 gms; Lemon-7 gms; Sunflower oil-15 gms; Coriander leaves-15 gms; Ginger-4 gms; Coriander Powder-5 gms; Common salt-7 gms; Garam Masala-15 gms;
Mushroom Pepper Masala,2,"North,East,West",Dry Curry,Veg,mushroom ,1 large katori,428,206,8,24,5,12,0.7325,Mushroom-100 gms; Onion-120 gms ; Capsicum-120 gms; Garlic-15 gms; Ginger-15 gms; Turmeric powder-7 gms; Chillies-7 gms; Cumin seeds-7 gms; Coriander leaves-15 gms; Sunflower oil-15 gms; Black pepper-7 gms
Potato Mushroom Kebab,6,"North,South,West",Appetizer,Veg,mushroom ,2 number,950,211,6,28,8,6,1.9345,Potato-80 gms; Olive oil-15 gms;Onion-160 gms; Coriander Powder-5 gms; Mushroom-450 gms; Garlic powder-15 gms; Ginger-15 gms ; Coriander leaves-15 gms; Red chilli Powder-15 gms; Garam Masala-15 gms; Common salt-15 gms;Bread-150 gms
MUSHROOM SOUP,0,Continental,"Lunch,Dinner",Veg,mushroom ,1 medium bowl,505,379,15,27,24,0,1.4465,MUSHROOM-125 gms; Milk-250 gms; Common salt-15 gms; Milk-100 gms; Olive oil-15 gms
Mushroom Capsicum Onion Vegetable,2,"North,East,West",Dry Curry,Veg,mushroom ,1 medium bowl,547,158,5,13,6,7,0.9995,MUSHROOM-120 gms; Capsicum-150 gms; Tomato-120 gms; Onion-75 gms; Chillies-15 gms; Cumin seeds-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Ginger-4 gms; Garlic-4 gms; Chillies-7 gms; Coriander powder-7 gms
Mushroom Do Pyaza,2,"North,East,West",Dry Curry,Veg,mushroom ,1 small bowl,457,180,7,15,7,5,0.9245,MUSHROOM-150 gms; Yoghurt-30 gms; Tomato-120 gms; Onion-75 gms; Chillies-15 gms; Cumin powder-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Ginger-4 gms; Garlic-4 gms; Chillies-7 gms; Coriander seeds-7 gms
Mushroom masala,2,"North,East,West",Dry Curry,Veg,mushroom ,1 small bowl,463,176,6,16,7,3,0.9096,MUSHROOM-150 gms; Yoghurt-30 gms; Tomato-120 gms; Onion-75 gms; Chillies-15 gms; Cumin seeds-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Ginger-7 gms; Garlic-7 gms; Chillies powder-7 gms; Coriander powder-7 gms
Spinach masala,2,"North,East,West",Dry Curry,Veg,mushroom ,1 small bowl,539,201,8,21,7,12,0.4167,Spinach-250 gms; Tomato-120 gms; Onion-100 gms; Cumin seeds-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Garlic-2.5 gms; Chillies-7 gms; Coriander Powder-7 gms; Ginger-2.5 gms
Mushroom saute,0,Continental,"Lunch,Dinner",Veg,mushroom ,1 small bowl,380,160,6,15,6,5,0.6127,MUSHROOM-100 gms; Tomato-120 gms; Onion-50 gms; Cumin powder-0.25 gms; TURMERIC-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Garlic-2.5 gms; Coriander Powder-7 gms; Chillies-7 gms; Ginger-0.25 gms
Stuffed Mushroom,0,Continental,"Lunch,Dinner",Veg,mushroom ,2 number,185,43,3,6,0,1,0.1578,MUSHROOM-2 large; Spinach-60 gms; Onion-30 gms; Capsicum-75 gms; carrot-1 gms;Garlic-5 gms; Common salt-0.5 gms; Black pepper-0.5 gms;Parsley-4 gms
Methi Mushroom Vegetable,2,"North,East,West,South",Dry Curry,Veg,mushroom ,1 medium katori,357,244,11,22,8,17,0.4995,Fenugreek leaves-100 gms; MUSHROOM-100 gms; Onion-100 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Chillies-4 gms; Coriander seeds-7 gms;  Chillies-2 gms; Mustard oil-15 gms; Common salt-15 gms
Dry Matar Mushroom Vegetable,2,"North,East,West,South",Dry Curry,Veg,mushroom ,1 medium katori,459,315,17,40,6,13,1.0163,Peas-62 gms; MUSHROOM-150 gms; TOMATO-150 gms; Cumin seeds-15 gms; Turmeric powder-15 gms; Coriander seeds-15 gms; Red chilli Powder-15 gms; Common salt-7 gms; Olive oil-15 gms; CORIANDER LEAVES-15 gms
Kala Channa Tikki,6,North ,Appetizer,Veg,legume ,3 number,601,160,5,19,6,7,0.506,Chickpeas-150 gms; POTATO-250 gms;Onion-125 gms; Chillies-15 gms; Ginger-15 gms; Cumin seeds-1 gms; Coriander Powder-15 gms; Garam Masala-15 gms; Olive oil-15 gms
Salami Sandwich (Chicken),0,Continental,Lunch ,Non-veg,gluten ,2 number,784,137,13,10,5,1,2.2545,Chicken Salami-300 gms; Tomato-120 gms; Cucumber-200 gms; Lettuce Leaf-10 gms;Black Pepper-4 gms;Bread-150 gms
Chicken Sandwich,0,Continental,Lunch,Non-veg,gluten ,1 number,389,277,16,44,3,5,1.2543,Bread-50 gms; Chicken-150 gms; Garlic-4 gms; Common salt-15 gms; Black pepper-15 gms;Lettuce Leaf-20 gms; Tomato-120 gms; Yoghurt-15 gms
Stuffed Oats Bran wheat Roti,1,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,176,134,4,12,5,3,0.158,Wheat-15 gms;  Cauliflower-62 gms; Spinach-62 gms; Ginger-7 gms; Chillies-7 gms; Cumin seeds-4 gms; CORIANDER-4 gms; Mustard oil-15 gms
Wheat Porridge,9,Continental,Breakfast,Veg,gluten ,1 medium katori,289,290,9,57,2,9,0.4225,Wheat-62 gms; Milk-125 gms; Cardamom-4 gms; ALMOND-4 gms; Dates-8 gms; Raisins-6 gms; Apple-80 gms
Chicken Shawarma (With Pita bread and Curd),0,Continental,"Lunch,Dinner",Non-veg,Gluten ,2 number,500,535,56,5,31,3,2.07,Chicken-300 gms; Lemon-15 gms; Cinnamon-15 gms; Common salt-15 gms; Onion-125 gms; Olive oil-15 gms; Cumin seeds-15 gms
Open Sandwich,9,Continental,Breakfast,Veg,gluten ,2 medium,529,197,5,23,11,4,0.6546,Bread-50 gms; Onion-75 gms; Capsicum-75 gms; Cucumber-75 gms; Cherry Tomato-100 gms; Chaat Masala-15 gms; Common salt-15 gms; BUTTER-24 gms; Sweet Corn-100 gms
Bread poha,9,West,"Breakfast,Snacks",Veg,gluten ,1 small bowl,496,97,2,5,6,4,0.5236,Bread-25 gms; Onion-125 gms; Tomato-120 gms; Peas-15 gms; Capsicum-75 gms; Mustard seeds-7 gms; Cumin seeds-7 gms; Turmeric powder-4 gms; Chillies-4 gms; Common salt-4 gms; Sunflower oil-15 gms; Coriander leaves-15 gms; Lemon-80 gms
CHICKEN BREAD ROLL,11,Continental,Snacks,Non-veg,gluten ,6 slice,667,140,14,15,3,1,2.4058,Capsicum-250 gms; Common salt-15 gms; Bread-50 gms; Chicken-258 gms; Garlic powder-15 gms; Ginger-4 gms; Chillies-15 gms; Coriander Powder-15 gms; Cumin seeds-15 gms; Garam Masala-15 gms; Olive oil-15 gms
Whole wheat bread,0,Continental,Breakfast,Veg,gluten ,1 small,147,546,15,84,17,2,0.0907,Wheat-125 gms;Common salt-7 gms; Olive oil-15 gms
Bruschetta,0,Continental,Appetizer,Veg,gluten ,1 slice,249,107,3,10,7,3,0.2922,TOMATO-90 gms;Garlic-5 gms; Common salt-7 gms; Black pepper-7 gms;Bread-25 gms; Basil-100 gms; Cooking oil-15 gms
Veg Sandwich,11,Continental,"Breakfast,Snacks",Veg,gluten ,1 medium,365,138,4,25,1,4,0.2,Bread-50 gms; Capsicum-30 gms; Zucchini-30 gms; Cucumber-200 gms; Common salt-15 gms; Lettuce Leaf-10 gms; Carrot-30 gms
Suji Veggie Pocket,6,Continental,Appetizer,Veg,gluten ,1 medium,190,221,7,33,5,6,0.161,Semolina-30 gms; Yoghurt-60 ml; Cumin seeds-4 gms; Sunflower oil-7 gms; carrot-20 gms; Beans-20 gms; Peas-20 gms; Onion-50 gms; Ginger-7 gms; Chillies-7 gms; Common salt-0.25 gms
Wheat Roti,1,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,45,96,3,19,0,3,0.0315,Atta-30 gms; Common salt-15 gms; 
Chicken Wheat Wrap,0,Continental,"Lunch,Dinner",Non-veg,gluten ,1 medium,317,239,17,14,11,8,0.6686,Chicken-60 gms; Sunflower oil-15 gms; Turmeric powder-7 gms; Chillies-4 gms; Onion-62 gms; Cabbage-62 gms; Capsicum-62 gms; CORIANDER LEAVES-15 gms; Cumin seeds-15 gms; Green Chutney-15 gms
Oats Wrap,0,Continental,"Lunch,Dinner",Veg,gluten ,2 small,435,202,9,34,4,6,0.2495,Common salt-15 gms; Oats-150 gms; Black pepper-15 gms; Baking Soda-5 gms; Spinach-250 gms
Bread Roll,11,Continental,Snacks,Veg,gluten ,2 number,619,85,1,3,8,2,0.5405,Potato-450 gms;Bread-50 gms;  Chillies-20 gms;Garlic-15 gms; Coriander leaves-15 gms; Black pepper-15 gms; Onion; Sunflower oil-15 gms; Red chilli Powder-15 gms; Ginger powder-24 gms; 
Avocado Toast,9,Continental,Breakfast,Veg,gluten ,2 slice,525,215,4,21,15,9,0.5765,Common salt-15 gms; Bread-25 gms; Tomato-150 gms; Avocado-150 gms;Onion-125 gms; Lemon-15 gms; Black Pepper-15 gms; Olive oil-15 gms;Parsley-15 gms
POORI,1,"North,South,East,West","Breakfast,Lunch,Dinner",Veg,gluten ,1 number,279,265,25,154,29,27,0.3379,Atta-250 gms; Common salt-4 gms; Sunflower oil-25 gms
Suji Idli,14,South,"Breakfast,Lunch,Dinner",Veg,gluten ,2 medium,530,496,17,86,9,12,0.3115,Semolina-250 gms; CURD-250 gms; Cooking Oil-15 gms; Common salt-15 gms
Missi Roti,1,"North,East,West","Lunch,Dinner",Veg,gluten ,3 medium,745,348,13,52,9,11,0.796,Coriander leaves-15 gms; Atta-250 gms; Besan-250 gms;Onion-125 gms; Turmeric powder-15 gms; Red chilli Powder-15 gms; Coriander Powder-15 gms; Cumin seeds-15 gms; Ajwain-15 gms; Common salt-15 gms;  Olive oil-15 gms
Aloo Toast,11,"North,East,West",Snacks,Veg,gluten ,4 medium,484,172,4,35,2,2,0.4271,Chillies-15 gms; Common salt-15 gms; Cumin seeds-15 gms; Bread-4 gms; POTATO-250 gms;Onion-125 gms; Turmeric powder-15 gms; Red chilli Powder-15 gms; Chat Masala-15 gms; Olive oil-15 gms
Wheat bran roti Roll,0,"North,East,West","Breakfast,Lunch,Dinner",Veg,gluten ,1 medium,100,147,3,19,5,3,0.1105,Atta-30 gms; Mustard oil-15 gms; Lettuce Leaf-10 gms; Cucumber-15 gms; Capsicum-15 gms; carrot-15 gms; 
Wheat Palak Wrap,0,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,480,1072,34,198,13,35,0.4589,"SPINACH-125 gms; Onion-15 gms; Capsicum-15 gms; Mushroom-15 gms; Zucchini-15 gms; Capsicum, red-15 gms; Cooking oil-7 gms; Cumin seeds-4 gms; Common salt-4 gms; ; Atta-250 gms; Garam Masala-15 gms"
Stuffed Jau Roti (Spinach),1,"North,West","Lunch,Dinner",Veg,gluten ,1 medium,615,254,5,20,17,6,0.6015,Spinach-250 gms; Chillies-15 gms; Common salt-15 gms; dalia-150 gms; Onion-125 gms; Turmeric powder-15 gms; Cumin seeds-15 gms; Coriander Powder-15 gms; Olive oil-15 gms
Oats Stuffed Roti (Fenugreek),1,"North,East,West","Lunch,Dinner",Veg,gluten ,4 medium,600,185,7,34,2,7,0.619,Cumin seeds-15 gms; Common salt-15 gms; Atta-250 gms; ; Oats-150 gms; Fenugreek Leaves-125 gms ; Coriander Powder-15 gms; TURMERIC-15 gms; Red chilli Powder-15 gms
Oats Cheela,1,"North,West,East","Lunch,Dinner",Veg,gluten ,1 medium,240,454,18,69,12,12,0.237,Onion-15 gms; TOMATO-15 gms; Capsicum-15 gms; Common salt-15 gms; Coriander leaves-15 gms; Cooking oil-15 gms;  Oats-150 gms
Stuffed Wheat Bran Roti,1,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,148,264,7,44,6,7,0.168,Onion-60 gms; Ginger-7 gms; Turmeric powder-4 gms; Cooking oil-15 gms; Atta-62 gms
Vermicelli,0,South,Breakfast,Veg,gluten ,1 medium,394,710,24,117,14,27,0.4979,Cooking oil-30 gms; vermicelli-125 gms; Common salt-7 gms; Chillies-1 gms; Curry leaves-5 gms; Ginger-10 gms; Onion-1 gms; TURMERIC-7 gms; carrot-62 gms; Capsicum-62 gms; Peas-62 gms; Lemon-7 gms; CORIANDER-15 gms; 
Dal Wali Roti,1,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,111,263,13,42,2,12,0.0962,Atta-30 gms; Gram dal-30 gms; Ginger-7 gms; Cumin seeds-7 gms; Onion-15 gms; Common salt-7 gms; CORIANDER-15 gms; 
Ragi Roti (20% Ragi & 80% wheat),1,"South,East,West","Lunch,Dinner",Veg,gluten ,1 medium,76,255,4,23,16,2,0.1515,Wheat-25 gms; Ragi flour-6 gms; Common salt-15 gms; Cumin seeds-15 gms; Olive oil-15 gms
Ragi Roti (50% Ragi & 50% Normal Atta),1,"South,East,West","Lunch,Dinner",Veg,gluten ,1 medium,186,597,13,95,17,10,0.15575,Wheat-150 gms; Ragi flour-150 gms;Onion-125 gms; Coriander leaves-15 gms; Cumin seeds-1 gms;Olive oil-15 gms
Soya Flour Roti (20% soya flour + 80% wheat),1,"North,East,West","Breakfast,Lunch,Dinner",Veg,gluten ,1 medium,515,346,16,57,5,11,0.414,Atta-250 gms; Soya flour-250 gms; Common salt-15 gms
Soya wheat Roti (50% soya atta & 50% wheat atta),1,"North,East,West","Breakfast,Lunch,Dinner",Veg,gluten ,1 medium,161,475,29,59,14,14,0.14715,Atta-60 gms; Soya flour-75 gms; Common salt-4 gms; Turmeric powder-7 gms; Ajwain-15 gms; 
Bran Roti (25% wheat bran & 75 % normal atta),1,"North,East,West","Breakfast,Lunch,Dinner",Veg,gluten ,10 medium,532,159,6,33,1,2,0.1507,Wheat-375 gms; Common salt-7 gms; Atta-150 gms
Bran Roti (20% wheat bran & 80% wheat),1,"North,East,West","Breakfast,Lunch,Dinner",Veg,gluten ,1 medium,689,407,12,69,10,2,0.6455,Wheat-150 gms; Atta -500 gms; Common salt-15 gms; Olive oil-24 gms; 
Wheat Burger with Oats Tikki & Salad,0,Continental,"Lunch,Dinner",Veg,gluten ,1 medium,585,236,2,43,5,3,0.3908,POTATO-175 gms ; Onion-24 gms; Coriander leaves-7 gms; Ginger-15 gms; carrot-7 gms; Common salt-30 gms; Cooking oil-15 gms; Lettuce Leaf-10 gms; CUCUMBER-20 gms; Avocado-60 gms; VINEGAR-7 gms; Green Chutney-15 gms; Tomato-90 gms; Onion-110 gms
Banana Bread (Eggless),9,Continental,Breakfast,Veg,gluten ,1 medium,429,1231,44,251,6,7,0.0004,Banana-75 gms; Wheat-350 gms; Common salt-4 gms
Plain Roti with Veggies,0,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,443,243,8,37,6,5,0.4812,Wheat-30 gms; Common salt-7 gms; carrot-75 gms; Capsicum-75 gms; Peas-30 gms; Tomato-120 gms; Onion-75 gms; Cumin seeds-4 gms; Turmeric powder-4 gms; Cooking oil-15 gms; Coriander seeds-4 gms; Chillies-4 gms
Wheat Roti with Veggie Wrap,0,"North,East,West","Lunch,Dinner",Veg,gluten ,4 number,441,176,7,30,3,9,0.606,Common salt-15 gms; carrot-75 gms; Capsicum-75 gms; Onion-75 gms; Cumin seeds-4 gms; Turmeric powder-62 gms; Cooking oil-15 gms; Wheat Roti-4 medium; CABBAGE-75 gms; Coriander Powder-15 gms; Garam Masala-15 gms; Coriander Leaves-15 gms
Suji Dhokla,6,West,Snacks,Veg,gluten ,4 number,461,235,8,43,3,6,0.7256,Semolina-250 gms; Yoghurt-125 gms; Lemon-15 gms; Chillies-4 gms; Asafoetida-4 gms; Common salt-7 gms; Cooking oil-15 gms; Mustard seeds-4 gms; Curry leaves-7 gms; Ginger powder-15 gms; CORIANDER LEAVES-15 gms
Noodles Vegetable Sizzler,0,Continental,"Lunch,Dinner",Veg,gluten ,1 medium,745,190,8,27,2,5,1.242,Capsicum-30 gms; carrot-125 gms; Zucchini-125 gms; MUSHROOM-125 gms; Lettuce Leaf-20 gms; Spinach-15 gms; Common salt-15 gms; Onion-70 gms; Capsicum-70 gms; Rice Noodles-150 gms
Avocado Sandwich,9,Continental,Breakfast,Veg,gluten ,1 medium,172,195,6,40,0,1,0.1779,Bread-2 slice; Avocado-0.5 gms;Garlic-7 gms; CUCUMBER-3 slice; Tomato-120 gms)-3 slice; Lemon-0.25 gms; Common salt-15 gms
Cocktail Idli,14,South,"Breakfast,Lunch,Dinner",Veg,gluten ,1 number,89,154,2,9,11,1,0.1569,Gram dal-30 gms; Common salt-7 gms; Cooking oil-30 gms; Mustard seeds-7 gms; Coriander leaves-15 gms
Suji wrap,0,"North,East,West","Lunch,Dinner",Veg,gluten ,4 medium,807,232,9,39,4,5,1.1453,Semolina-300 gms; Cumin seeds-4 gms; Common salt-7 gms; Coriander leaves-5 gms; Cooking oil-15 gms; carrot-62 gms; Capsicum-62 gms; Onion-62 gms; Yoghurt-200 gms; Tomato-90 gms
Chicken Wheat Noodles,0,Continental,"Lunch,Dinner",Non-veg,gluten ,2 medium bowl,578,231,22,21,7,5,1.31385,Chicken-150 gms; carrot-125 gms; Capsicum-125 gms; Peas-125 gms;Garlic-3 gms; soya sauce-15 gms; VINEGAR-15 gms; Common salt-15 gms; Ginger-5 gms
Ragi Roti (30% Oats Bran + 70% Ragi atta),1,"South,East,West","Lunch,Dinner",Veg,gluten ,1 medium,44,91,3,18,0,4,0.042,Ragi flour-24 gms; Oats-15 gms; Common salt-2.5 gms
Wheat Roti (20% Quinoa flour + 80% wheat flour),1,"North,East,West","Lunch,Dinner",Veg,gluten ,2 medium,105,166,6,32,2,6,0.03,Atta-30 gms; Quinoa Flour-75 gms
Jau Roti (20% Jau atta and 80% wheat atta),1,"North,West","Lunch,Dinner",Veg,gluten ,1 medium,99,311,10,62,1,13,0.1014,Barley-24 gms; Atta-75 gms
Jau Roti (50% Jau atta & 50% Oats atta),1,"North,West","Lunch,Dinner",Veg,gluten ,1 medium,150,343,12,61,5,13,0.0825,Barley-75 gms; Oats Atta-75 gms
20% flaxseed flour 80% wheat flour Roti,1,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,170,195,7,13,13,9,0.15,Atta-150 gms; Flaxseed flour-20 gms
JAWAR ROTI (20% JAWAR & 80% WHEAT),1,"North,West","Lunch,Dinner",Veg,gluten ,1 medium,160,223,7,45,1,7,0.135,Atta-135 gms; Jowar Roti-25 gms
Baba Ganoush with Pita Bread,0,Continental,"Lunch,Dinner",Veg,gluten ,2 tbsp,322,289,10,46,7,5,0.2817,Brinjal-100 gms ;Garlic-3 gms;Lemon-4 gms; Cooking oil-15 gms; Cumin seeds-15 gms;  Black pepper-15 gms;Parsley-15 gms; Wheat-125 gms; Yoghurt-30 gms
Vermicelli Rolls,0,South,Appetizer,Veg,gluten ,2 medium,819,401,12,83,1,14,0.7635,carrot-75 gms; Peas-100 gms; Coriander Powder-15 gms; Vermicelli-350 gms; Turmeric powder-15 gms; Cumin seeds-7 gms; Red chilli Powder-7 gms; Coriander Leaves-75 gms; Common salt-15 gms;Onion-160 gms
Wheat Pasta (Veg),0,Continental,"Lunch,Dinner",Veg,gluten ,1 gms,233,86,5,11,1,5,0.5046,Common salt-15 gms; Onion-62 gms; Capsicum-62 gms; Zucchini-62 gms; Garlic-2 gms; Black pepper-15 gms; CHEESE-15 gms
Wheat Pasta (Non-veg),0,Continental,"Lunch,Dinner",Non-veg,gluten ,1 gms,326,167,13,18,4,6,0.7136,Common salt-15 gms; Chicken-30 gms; Onion-62 gms; Capsicum-62 gms; Zucchini-62 gms; carrot-62 gms; Garlic-3 gms; Black pepper-15 gms; CHEESE-15 gms
BAJRA ROTI (100%),1,"North,West","Lunch,Dinner",Veg,gluten ,1 medium,0,696,22,124,11,23,0,Bajra-200 grams
BAJRA ROTI (50% BAJRA ATTA & 50% NORMAL ATTA),1,"North,West","Lunch,Dinner",Veg,gluten ,1 medium,300,396,13,72,5,13,0.0151,Atta-150 gms; Bajra-150 gms; 
BAJRA ROTI (20% BAJRA & 80% WHEAT),1,"North,West","Lunch,Dinner",Veg,gluten ,1 medium,175,220,275,1548,136,288,0.0165,Atta-160 gms; Bajra-40 grams; Common salt-15 gms
OATS BREAD,9,Continental,Snacks,Veg,gluten ,1 number,202,192,6,25,8,1,0.274,Milk-45 gms; Cooking oil-7 gms; Oats-150 gms
Besan Roti (20% Besan & 80% Wheat),1,"North,East,West",Dinner,Veg,gluten ,1 medium,415,90,3,18,0,0,0.2715,Wheat-25 gms; Common salt-15 gms; Onion-25 gms; Besan-350 gms
Oats bran roti (50% Oats bran and 50% Normal (Wheat) atta),1,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,300,146,9,37,3,8,0.15,Atta-150 gms; Oats Bran-150 gms
Oats bran roti (20% Oats bran and 80% Normal (Wheat) atta),1,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,200,178,10,43,3,9,0.16,Atta-160 gms; Oats Bran-40 gms
Quinoa Flour Roti (20% Quinoa Flour & 80% Wheat),1,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,200,269,10,49,3,4,0,Wheat-160 gms; Quinoa Flour-40 gms
